id,value
Source,
Source.ningbo,
Source.san antonio,
Source.taichung,
Source.bremerhaven,
Source.bugo,
Source.busan,
Source.chittagong,
Source.chiwan,
Source.colombo,
Source.hai phong,
Source.hamburg (200xx),
Source.hochiminh,
Source.jawaharlal nehru,
Source.jawaharlal nehruj,
Source.jebel ali dubai,
Source.kanpur,
Source.mombasa,
Source.moron de la front,
Source.new delhi,
Source.panipat,
Source.pasir gudang,
Source.port qasim,
Source.purto limon,
Source.san lorenzo,
Source.startrack,
Source.sto tomas d/casti,
Source.tuticorin,
Source.xiamen,
Source.yantian,
Source.chachagua,
Source.la fortuna,
Source.ujarras,
Source.aarhus,
Source.aarhus {arhus},
Source.albano san alessa,
Source.barcelona,
Source.bremen,
Source.cantoria,
Source.caprino veronese,
Source.casnigo,
Source.castleton,
Source.cologne,
Source.copenhagen,
Source.costa rica,
Source.espartinas,
Source.fredericia,
Source.fuzhou,
Source.gdynia,
Source.genoa,
Source.gothenburg - cy,
Source.grangemouth,
Source.grezzana,
Source.hong kong,
Source.koeln,
Source.koeln - door,
Source.la spezia,
Source.leghorn,
Source.livorno,
Source.puerto limon,
Source.rainham,
Source.rochdale,
Source.santos,
Source.shanghai,
Source.tarragona,
Source.thamesport,
Source.west horndon,
Source.ningbo - cy,
Source.vancouver,
Source.all oth peoples r,
Source.bangkok,
Source.bao-an,
Source.busan ,
Source.busan korea,
Source.cartagena,
Source.changzhou,
Source.chennai (formerly,
Source.cochin,
Source.constantza,
Source.dachan bay,
Source.dalian,
Source.haifa,
Source.haiphong,
Source.ho chi minh city,
Source.hochiminh city,
Source.hong kong cfs,
Source.houston,
Source.jakarta,
Source.jiuzhou,
Source.kampong saom (sih,
Source.kaohsiung,
Source.karachi,
Source.kobe,
Source.kobe cy,
Source.kobe kline termi,
Source.kobe/mol termina,
Source.kolkata(calcutta),
Source.laem chabang,
Source.lat krabang,
Source.manila,
Source.manila north port,
Source.mawei fuzhou,
Source.moji cy,
Source.nagoya,
Source.nanjing,
Source.nansha,
Source.nantong,
Source.ning bo,
Source.osaka,
Source.otake cy,
Source.phnom penh,
Source.port klang,
Source.port klang (pelab,
Source.pusan,
Source.qingdao,
Source.qingdao sd,
Source.rongqi,
Source.shimizu,
Source.shunde(rongqi),
Source.singapore,
Source.tanjung pelepas,
Source.tianjinxingang,
Source.tokyo,
Source.tokyo cy,
Source.tokyo kline term,
Source.tokyo/alliance,
Source.wuhan,
Source.xiamen fj,
Source.xingang,
Source.yangzhou,
Source.yichang,
Source.yokohama,
Source.zhangjiagang,
Source.zhapu,
Source.zhenjiang,
Source.zhuhai,
Source.ahmedabad,
Source.belawan,
Source.busan - cy,
Source.busan cy korea,
Source.cebu city,
Source.chachoengsao,
Source.chennai,
Source.chittagong - cy,
Source.chittagong - port,
Source.da nang,
Source.fuzhou maiwei ter,
Source.fuzhou(mawei),
Source.gaolan,
Source.gwangyang,
Source.hiroshima cy,
Source.ho chi minh,
Source.hong kong - cy,
Source.huangpu,
Source.jiangmen,
Source.keelung,
Source.keelung kaohsiung,
Source.kochi,
Source.kolkata,
Source.madras(chennai),
Source.manila north,
Source.melbourne,
Source.moji,
Source.moradabad,
Source.nansha new port,
Source.ningbo city,
Source.phetchaburi,
Source.port kelang,
Source.qingdao city,
Source.samut prakan,
Source.samut sakhon,
Source.samutprakan,
Source.samutsakhon,
Source.scandicci,
Source.semarang,
Source.shanghai city,
Source.shanghai sh,
Source.shimizu cy,
Source.sihanoukville,
Source.singaoore,
Source.surabaya,
Source.taichung - cy,
Source.taichung taiwan c,
Source.tanjung priok,
Source.taoyuan,
Source.tw,
Source.ube,
Source.valparaiso,
Source.vishakhapatnam,
Source.vung tau,
Source.yantian - cy,
Source.yantian distric,
Source.yantian gd,
Source.yokkaichi,
Source.cristobal,
Source.guatemala,
Source.guayaquil,
Source.guayaquil ,
Source.guayaquil - tpg -,
Source.rio haina,
Source.rotterdam,
Source.santo tomas d/cas,
Source.vitoria,
Source.almeria,
Source.almoradi,
Source.antwerp,
Source.aqaba,
Source.arica,
Source.ashford,
Source.buenos aires,
Source.calcutta,
Source.cape town,
Source.civitavecchia,
Source.dundalk,
Source.durban,
Source.gautam budhh naga,
Source.getafe,
Source.hamburg,
Source.hyderabad,
Source.liverpool,
Source.ludhiana,
Source.mongla - cy,
Source.mundra,
Source.nagpur,
Source.naples,
Source.navegantes,
Source.newport/gwent,
Source.pandjang,
Source.spoleto,
Source.tamatave,
Source.thessaloniki,
Source.toronto,
Source.valencia,
Source.valparaiso - cy,
Source.visakhapatnam,
Source.vittorio veneto,
Source.algeciras,
Source.choluteca,
Source.dadri,
Source.damietta,
Source.gothenburg,
Source.managua,
Source.mersin,
Source.niigata,
Source.pecem ce br,
Source.port said,
Source.port said east,
Source.ribecourt,
Source.santa rosa montel,
Source.santo tomas de ca,
Source.shuwaikh,
Source.songkhla,
Source.tallinn/muuga,
Source.jiangyin,
Source.santiago sacatep,
Source.chile,
Source.coquimbo,
Source.bilbao,
Source.cadiz,
Source.fossano,
Source.malaga,
Source.estado de mexico,
Source.fuqing,
Source.manila (north har,
Source.marcallo con caso,
Source.panjang port,
Source.tribiano,
Source.beijiao,
Source.changsha,
Source.ho chi minh cit,
Source.shashi,
Source.xiamen - cy,
Source.xiaolan,
Source.yantian cn,
Source.zhongshan,
Source.jiaxing,
Source.manila north harb,
Source.nanhai,
Source.shunde,
Source.vadodara,
Source.cn,
Source.ningbo.chicago,
Source.san antonio.chicago,
Source.taichung.philadelphia,
Source.bremerhaven.atlanta,
Source.bremerhaven.greenville-spartanburg,
Source.bugo.jacksonville,
Source.busan.savannah,
Source.chittagong.chicago,
Source.chittagong.savannah,
Source.chiwan.houston,
Source.colombo.miami,
Source.hai phong.savannah,
Source.hamburg (200xx).atlanta,
Source.hochiminh.savannah,
Source.jawaharlal nehru.baltimore,
Source.jawaharlal nehru.houston,
Source.jawaharlal nehru.miami,
Source.jawaharlal nehru.mobile,
Source.jawaharlal nehru.savannah,
Source.jawaharlal nehruj.atlanta,
Source.jebel ali dubai.nashville,
Source.kanpur.houston,
Source.mombasa.miami,
Source.moron de la front.chicago,
Source.new delhi.savannah,
Source.panipat.savannah,
Source.pasir gudang.savannah,
Source.port qasim.chicago,
Source.port qasim.houston,
Source.purto limon.chicago,
Source.san lorenzo.charleston,
Source.startrack.memphis,
Source.startrack.savannah,
Source.sto tomas d/casti.chicago,
Source.tuticorin.houston,
Source.tuticorin.savannah,
Source.xiamen.savannah,
Source.yantian.chicago,
Source.chachagua.buffalo-niagara falls,
Source.la fortuna.buffalo-niagara falls,
Source.ujarras.buffalo-niagara falls,
Source.aarhus.houston,
Source.aarhus.morgan city,
Source.aarhus {arhus}.laredo,
Source.albano san alessa.laredo,
Source.barcelona.albuquerque,
Source.barcelona.del rio,
Source.barcelona.denver,
Source.barcelona.laredo,
Source.bremen.el paso,
Source.bremerhaven.dallas/ft,
Source.bremerhaven.hidalgo,
Source.bremerhaven.new orleans,
Source.bremerhaven.pascagoula,
Source.cantoria.los angeles,
Source.caprino veronese.laredo,
Source.casnigo.el paso,
Source.castleton.el paso,
Source.chiwan.chicago,
Source.cologne.hidalgo,
Source.copenhagen.laredo,
Source.costa rica.chicago,
Source.espartinas.chicago,
Source.espartinas.los angeles,
Source.fredericia.laredo,
Source.fuzhou.chicago,
Source.gdynia.hidalgo,
Source.genoa.denver,
Source.genoa.el paso,
Source.genoa.houston,
Source.genoa.laredo,
Source.genoa.los angeles,
Source.gothenburg - cy.morgan city,
Source.grangemouth.denver,
Source.grangemouth.laredo,
Source.grezzana.laredo,
Source.hong kong.chicago,
Source.koeln.hidalgo,
Source.koeln - door.hidalgo,
Source.la spezia.el paso,
Source.la spezia.morgan city,
Source.leghorn.chicago,
Source.leghorn.dallas/ft,
Source.livorno.el paso,
Source.ningbo.houston,
Source.puerto limon.chicago,
Source.rainham.brownsville,
Source.rainham.el paso,
Source.rainham.laredo,
Source.rainham.new orleans,
Source.rochdale.brownsville,
Source.rochdale.dallas/ft,
Source.rochdale.eagle pass,
Source.rochdale.el paso,
Source.santos.los angeles,
Source.shanghai.chicago,
Source.shanghai.houston,
Source.sto tomas d/casti.atlanta,
Source.sto tomas d/casti.houston,
Source.tarragona.chicago,
Source.thamesport.laredo,
Source.west horndon.chicago,
Source.xiamen.chicago,
Source.xiamen.houston,
Source.yantian.houston,
Source.yantian.minneapolis-st,
Source.ningbo - cy.houston,
Source.vancouver.chicago,
Source.all oth peoples r.chicago,
Source.all oth peoples r.houston,
Source.bangkok.chicago,
Source.bangkok.houston,
Source.bangkok.memphis,
Source.bao-an.chicago,
Source.busan.chicago,
Source.busan.greenville-spartanburg,
Source.busan.houston,
Source.busan.miami,
Source.busan.miami international airport ,
Source.busan.otay mesa station,
Source.busan.st louis,
Source.busan .houston,
Source.busan korea.houston,
Source.cartagena.el paso,
Source.changzhou.cleveland,
Source.chennai (formerly.chicago,
Source.chiwan.memphis,
Source.cochin.dallas/ft,
Source.constantza.chicago,
Source.dachan bay.atlanta,
Source.dalian.atlanta,
Source.dalian.chicago,
Source.dalian.dallas/ft,
Source.dalian.houston,
Source.dalian.salt lake city,
Source.fuzhou.dallas/ft,
Source.fuzhou.el paso,
Source.fuzhou.houston,
Source.fuzhou.memphis,
Source.hai phong.chicago,
Source.hai phong.houston,
Source.haifa.salt lake city,
Source.haiphong.chicago,
Source.haiphong.houston,
Source.ho chi minh city.chicago,
Source.ho chi minh city.houston,
Source.hochiminh city.chicago,
Source.hong kong.atlanta,
Source.hong kong.cincinnati,
Source.hong kong.cleveland,
Source.hong kong.columbus,
Source.hong kong.dallas/ft,
Source.hong kong.el paso,
Source.hong kong.hidalgo,
Source.hong kong.houston,
Source.hong kong.laredo,
Source.hong kong.memphis,
Source.hong kong.miami international airport ,
Source.hong kong.new york/newark area,
Source.hong kong.nogales,
Source.hong kong.otay mesa station,
Source.hong kong cfs.houston,
Source.houston.chicago,
Source.jakarta.chicago,
Source.jakarta.houston,
Source.jiuzhou.chicago,
Source.jiuzhou.houston,
Source.kampong saom (sih.chicago,
Source.kampong saom (sih.houston,
Source.kaohsiung.chicago,
Source.kaohsiung.cleveland,
Source.kaohsiung.dallas/ft,
Source.kaohsiung.houston,
Source.kaohsiung.memphis,
Source.kaohsiung.new orleans,
Source.karachi.chicago,
Source.karachi.houston,
Source.kobe.cleveland,
Source.kobe.houston,
Source.kobe cy.cincinnati,
Source.kobe cy.detroit,
Source.kobe cy.new york/newark area,
Source.kobe kline termi.houston,
Source.kobe kline termi.new orleans,
Source.kobe/mol termina.houston,
Source.kobe/mol termina.new orleans,
Source.kolkata(calcutta).chicago,
Source.kolkata(calcutta).houston,
Source.laem chabang.chicago,
Source.laem chabang.cincinnati,
Source.laem chabang.houston,
Source.lat krabang.houston,
Source.manila.atlanta,
Source.manila.houston,
Source.manila north port.chicago,
Source.mawei fuzhou.kansas city,
Source.moji cy.dallas/ft,
Source.nagoya.dallas/ft,
Source.nagoya.new orleans,
Source.nanjing.chicago,
Source.nanjing.dallas/ft,
Source.nanjing.detroit,
